Subject,Title,Institution,Learning Product,Level,Duration,Gained Skills,Rate,Reviews
Computer Science,Algorithmic Toolbox,University of California San Diego,Course,Intermediate,1 - 3 Months,"Algorithms, Debugging, Development Testing, Software Testing, Computational Thinking, Computer Programming, Data Structures, Theoretical Computer Science",4.6,12000
Computer Science,Practical Python for AI Coding 1,Korea Advanced Institute of Science and Technology(KAIST),Course,Beginner,1 - 3 Months,"NumPy, Python Programming, Artificial Intelligence, Programming Principles, Tensorflow, Data Structures, Development Environment, Keras (Neural Network Library), Scripting Languages, Computer Programming, Scripting, Program Development, Integrated Development Environments, Software Installation",4.6,81
Computer Science,State Estimation and Localization for Self-Driving Cars,University of Toronto,Course,Advanced,1 - 3 Months,"Global Positioning Systems, Estimation, Machine Learning Methods, Computer Vision, Mathematical Modeling, Applied Mathematics, Linear Algebra, Python Programming, Real Time Data, Physics",4.7,832
Computer Science,Introduction to Structured Query Language (SQL),University of Michigan,Course,Intermediate,1 - 4 Weeks,"Database Design, SQL, MySQL, Relational Databases, Database Management, Databases, Data Modeling, Data Integrity, Development Environment, Software Installation",4.8,5400
Computer Science,Introductory C Programming,Duke University,Specialization,Beginner,3 - 6 Months,"Debugging, Maintainability, Programming Principles, Algorithms, Software Testing, Program Development, C (Programming Language), Pseudocode, Computational Thinking, Software Engineering, Simulations, System Programming, Data Structures, Software Development, Computer Programming, Command-Line Interface, Development Environment, Development Testing, User Interface (UI), Interactive Design",4.6,7300
Computer Science,API Design and Fundamentals of Google Cloud's Apigee API Platform,Google Cloud,Course,Beginner,1 - 3 Months,"API Design, Restful API, API Gateway, Application Programming Interface (API), Cloud API, Application Lifecycle Management, Proxy Servers, Cloud Applications, Software Design Documents, Software Documentation, Google Cloud Platform, Authentications",4.7,2400
Computer Science,Coding Interview Preparation,Meta,Course,Intermediate,1 - 4 Weeks,"Data Structures, Algorithms, Software Visualization, Pseudocode, Programming Principles, Computational Thinking, Theoretical Computer Science, Computer Science, Technical Communication",4.6,655
Computer Science,Machine Learning for All,University of London,Course,Beginner,1 - 4 Weeks,"Applied Machine Learning, Feature Engineering, Machine Learning, Artificial Intelligence, Supervised Learning, Data Analysis, Computer Vision, Data Collection, Development Testing",4.7,3400
Computer Science,Web3 and Blockchain in Global Commerce,INSEAD,Specialization,Beginner,3 - 6 Months,"Blockchain, Digital Assets, Transportation, Supply Chain, and Logistics, Plan Execution, Supply Chain, Governance, Supply Chain Management, Business Transformation, FinTech, Supply Chain Systems, Business Analysis, Market Opportunities, Competitive Analysis, Interoperability, Business Leadership, Strategic Partnership, Operational Analysis, Emerging Technologies, Logistics, E-Commerce",4.7,62
Computer Science,Software Development Lifecycle,University of Minnesota,Specialization,Intermediate,3 - 6 Months,"User Story, Agile Software Development, Software Design Patterns, Design Thinking, Software Development Methodologies, Agile Methodology, Agile Project Management, Process Mapping, Software Engineering, Kanban Principles, Software Development Life Cycle, Application Security, Scrum (Software Development), Object Oriented Design, Software Architecture, Software Quality (SQA/SQC), Requirements Analysis, Application Deployment, Lean Methodologies, Lean Manufacturing",4.7,9600
Computer Science,"Programming Foundations with JavaScript, HTML and CSS",Duke University,Course,Beginner,1 - 3 Months,"Hypertext Markup Language (HTML), Web Design and Development, Cascading Style Sheets (CSS), Web Development, Programming Principles, Javascript, Web Applications, Front-End Web Development, Computer Programming, Image Analysis, Debugging",4.6,15000
Computer Science,Introduction to Java and Object-Oriented Programming,University of Pennsylvania,Course,Beginner,1 - 4 Weeks,"Object Oriented Design, Java, Object Oriented Programming (OOP), Unit Testing, Java Programming, Data Structures, Software Testing, Program Development, Test Driven Development (TDD), Computer Programming",4.5,318
Computer Science,Object-Oriented Data Structures in C++,University of Illinois Urbana-Champaign,Course,Intermediate,1 - 4 Weeks,"C++ (Programming Language), Object Oriented Programming (OOP), Object Oriented Design, Development Environment, Computer Programming, Software Engineering, Data Structures, Debugging, Program Development",4.7,3000
Computer Science,Introduction to Python,Coursera Project Network,Guided Project,Beginner,Less Than 2 Hours,"Data Science, Web Development, Python Programming, Programming Principles, Artificial Intelligence, Computer Programming, Application Development, Scientific Visualization",4.5,2100
Computer Science,Introduction to Cybersecurity & Risk Management,"University of California, Irvine",Specialization,Beginner,1 - 3 Months,"Threat Modeling, Risk Management, Business Continuity Planning, Asset Protection, Risk Analysis, Business Risk Management, Risk Management Framework, Cyber Governance, Risk Mitigation, Vendor Management, Risk Modeling, Threat Management, Vulnerability Assessments, Security Management, Cyber Risk, Compliance Management, Cyber Security Policies, Cybersecurity, Security Awareness, Cyber Security Strategy",4.7,284
Computer Science,Go and C++:  Programming in Two Successor Languages of C,"University of California, Santa Cruz",Specialization,Intermediate,3 - 6 Months,"C++ (Programming Language), Go (Programming Language), Data Structures, Object Oriented Programming (OOP), Object Oriented Design, Software Design Patterns, Debugging, Unit Testing, Algorithms, C (Programming Language), Program Development, Software Design, Computer Programming, Programming Principles, Graph Theory, Software Testing, File Management, Artificial Intelligence, Integration Testing, System Programming",4.4,2500
Computer Science,Hands-on Internet of Things,University of Illinois Urbana-Champaign,Specialization,Intermediate,3 - 6 Months,"Internet Of Things, Networking Hardware, Network Infrastructure, Network Routers, General Networking, Network Switches, Network Protocols, Network Architecture, Wireless Networks, Network Administration, Infrastructure Security, Local Area Networks, Computer Networking, Emerging Technologies, Data Science, Embedded Systems, Network Planning And Design, Network Security, Distributed Computing, Digital Communications",4.7,571
Computer Science,AI Materials,Korea Advanced Institute of Science and Technology(KAIST),Course,Beginner,1 - 3 Months,"Artificial Intelligence and Machine Learning (AI/ML), Artificial Intelligence, Human Machine Interfaces, Image Analysis, Computer Vision, Manufacturing Processes, Machine Learning, Deep Learning, Process Control",4.8,34
Computer Science,Unreal Engine Fundamentals ,Epic Games,Course,Beginner,1 - 3 Months,"Virtual Environment, Version Control, Software Configuration Management, Augmented and Virtual Reality (AR/VR), 3D Modeling, Visualization (Computer Graphics), Multimedia, Computer Graphics, User Interface (UI), Data Import/Export, Software Installation",4.8,37
Computer Science,Continuous Delivery & DevOps ,University of Virginia,Course,Beginner,1 - 4 Weeks,"Continuous Delivery, DevOps, Continuous Deployment, CI/CD, Continuous Integration, Continuous Improvement Process, Process Improvement, Test Automation, Infrastructure as Code (IaC), Microservices, Team Oriented, Automation, Unit Testing, Information Technology Operations, System Testing, Software Testing",4.6,1600
Computer Science,Product Management: Initial Product Strategy and Plan,SkillUp EdTech,Course,Beginner,1 - 3 Months,"Product Lifecycle Management, Product Roadmaps, Product Management, Product Planning, New Product Development, Product Strategy, Product Development, Project Planning, Agile Product Development, Business Planning, Team Building, Competitive Analysis, Market Analysis, Marketing Strategies, Financial Analysis, Risk Analysis",4.5,106
Computer Science,Introduction to HTML5,University of Michigan,Course,Beginner,1 - 4 Weeks,"Hypertext Markup Language (HTML), Web Design, Web Content Accessibility Guidelines, Usability, Web Development, Semantic Web, Cloud Hosting, Web Servers, Data Validation",4.7,28000
Computer Science,"Flutter and Dart: Developing iOS, Android, and Mobile Apps",IBM,Course,Beginner,1 - 3 Months,"Flutter (Software), Mobile Development, iOS Development, Apple iOS, User Interface (UI), Android Development, User Interface and User Experience (UI/UX) Design, Application Development, Cross Platform Development, Application Programming Interface (API), Software Development Tools, Application Frameworks, Development Environment, Debugging",4.5,39
Computer Science,Java Programming: Solving Problems with Software,Duke University,Course,Beginner,1 - 3 Months,"Debugging, Java, Algorithms, Program Development, Programming Principles, Statistical Analysis, Software Design, Computer Programming, Integrated Development Environments, Data Processing, Data Manipulation, Object Oriented Programming (OOP), Data Analysis, Development Environment",4.6,8000
Computer Science,.NET Core Mastery: Advanced Techniques for Exp Developers,EDUCBA,Specialization,Intermediate,3 - 6 Months,"Load Balancing, ASP.NET, Test Driven Development (TDD), Debugging, C# (Programming Language), Software Testing, Scalability, Performance Testing, Restful API, Unit Testing, Microservices, .NET Framework, Object-Relational Mapping, Software Architecture, Web Applications, Test Case, User Accounts, Single Sign-On (SSO), Distributed Computing, Redis",4.6,110
Computer Science,"Everyday Excel, Part 1",University of Colorado Boulder,Course,Beginner,1 - 3 Months,"Data Import/Export, Microsoft Excel, Data Visualization, Spreadsheet Software, Data Management, Excel Macros, Data Cleansing, Excel Formulas, Data Validation, Microsoft Word, Visual Basic (Programming Language), Microsoft PowerPoint",4.7,3500
Computer Science,Introduction to High-Performance and Parallel Computing,University of Colorado Boulder,Course,Beginner,1 - 4 Weeks,"Bash (Scripting Language), Scalability, Distributed Computing, Computer Systems, Big Data, Operating Systems, File Systems, Linux, Command-Line Interface, Performance Tuning, Programming Principles",3.5,124
Computer Science,Secure Coding Practices,"University of California, Davis",Specialization,Intermediate,3 - 6 Months,"Threat Modeling, Open Web Application Security Project (OWASP), Secure Coding, Cryptography, Authentications, Encryption, Application Security, Penetration Testing, Data Security, Vulnerability Assessments, Cybersecurity, Vulnerability Management, Security Testing, Software Design, Authorization (Computing), Verification And Validation, Code Review, Linux, Programming Principles, Debugging",4.5,586
Computer Science,"Graph Search, Shortest Paths, and Data Structures",Stanford University,Course,Intermediate,1 - 4 Weeks,"Data Structures, Graph Theory, Algorithms, Network Analysis, Computational Thinking, Network Routing",4.8,2000
Computer Science,Discrete Optimization,The University of Melbourne,Course,Intermediate,1 - 3 Months,"Operations Research, Combinatorics, Applied Mathematics, Graph Theory, Algorithms, Mathematical Modeling, Computational Thinking, Linear Algebra, Computer Programming, Program Development",4.8,769
Computer Science,Visual Perception for Self-Driving Cars,University of Toronto,Course,Advanced,1 - 3 Months,"Computer Vision, Image Analysis, Deep Learning, Artificial Neural Networks, Visualization (Computer Graphics), Artificial Intelligence, Machine Learning, Python Programming, NumPy, Linear Algebra",4.7,577
Computer Science,Version Control with Git,Atlassian,Course,Mixed,1 - 4 Weeks,"Git (Version Control System), GitHub, Bitbucket, Software Versioning, File Management, Command-Line Interface, Code Review, Graphical Tools",4.7,3000
Computer Science,"Operating Systems: Overview, Administration, and Security",IBM,Course,Beginner,1 - 3 Months,"Cloud Computing, Linux, Linux Servers, Cloud Security, Operating Systems, Windows Servers, Microsoft Windows, File Systems, Systems Administration, Mac OS, Command-Line Interface, Security Controls, Virtual Machines, Firewall, Virtualization, User Accounts",4.6,5600
Computer Science,Cloud Computing,University of Illinois Urbana-Champaign,Specialization,Intermediate,3 - 6 Months,"Distributed Computing, Cloud Infrastructure, Cloud Services, Big Data, Apache Spark, Cloud Computing, Cloud Storage, Cloud Platforms, Network Architecture, Computer Networking, File Systems, Apache Hadoop, Network Infrastructure, Cloud Applications, Infrastructure As A Service (IaaS), General Networking, Software-Defined Networking, Containerization, NoSQL, Operating Systems",4.3,2000
Computer Science,ASP.NET for Experienced Developers,Board Infinity,Specialization,Intermediate,1 - 3 Months,"C# (Programming Language), ASP.NET, .NET Framework, Object Oriented Programming (OOP), Docker (Software), Restful API, Azure DevOps, Model View Controller, Containerization, JSON, Microservices, Application Frameworks, Web Services, DevOps, Application Programming Interface (API), Computer Programming, Web Applications, Back-End Web Development, CI/CD, Programming Principles",4.1,317
Computer Science,Machine Learning: Algorithms in the Real World,Alberta Machine Intelligence Institute,Specialization,Intermediate,3 - 6 Months,"Supervised Learning, Feature Engineering, Machine Learning Algorithms, Data Ethics, Applied Machine Learning, Data Quality, Data Processing, MLOps (Machine Learning Operations), Jupyter, Statistical Machine Learning, Machine Learning Methods, Data Validation, Machine Learning, Decision Tree Learning, Business Operations, Data Cleansing, Ethical Standards And Conduct, Classification And Regression Tree (CART), Data Transformation, Operational Analysis",4.6,1100
Computer Science,Excel/VBA for Creative Problem Solving,University of Colorado Boulder,Specialization,Beginner,3 - 6 Months,"Excel Macros, Peer Review, Visual Basic (Programming Language), Programming Principles, Data Import/Export, Microsoft Excel, Computer Programming, Project Design, Spreadsheet Software, Simulations, Automation, Algorithms, UI Components, Debugging, Data Management, User Interface (UI), Data Cleansing, Data Validation",4.8,4700
Computer Science,Introduction to Software Testing,University of Minnesota,Course,Intermediate,1 - 4 Weeks,"Software Testing, JUnit, Verification And Validation, Unit Testing, Test Case, Test Automation, Development Testing, Test Planning, Code Coverage, Software Quality Assurance, Functional Testing, Testability, Integration Testing, Test Data, Issue Tracking",4.4,768
Computer Science,Product Analytics and AI,University of Virginia,Course,Beginner,1 - 4 Weeks,"Analytics, Business Analytics, Usability Testing, Product Management, Customer Insights, A/B Testing, Agile Methodology, User Experience, Data-Driven Decision-Making, Data Science, Product Testing, Big Data, Artificial Intelligence and Machine Learning (AI/ML)",4.7,473
Computer Science,Cyber Security Fundamentals,University of London,Course,Beginner,1 - 4 Weeks,"Key Management, Security Management, Cyber Attacks, Cryptography, Cyber Security Policies, Cybersecurity, Encryption, Cyber Risk, Information Assurance, Security Controls, Incident Response",4.6,180
Computer Science,Kali Linux,Board Infinity,Course,Intermediate,1 - 4 Weeks,"Vulnerability Assessments, Network Monitoring, Penetration Testing, Virtual Private Networks (VPN), Cyber Security Assessment, Linux Commands, Cybersecurity, Linux, Network Security, Intrusion Detection and Prevention, Software Installation, Network Analysis",4.2,165
Computer Science,First Principles of Computer Vision,Columbia University,Specialization,Beginner,3 - 6 Months,"Computer Vision, Image Analysis, Computer Graphics, Dimensionality Reduction, 3D Modeling, Artificial Neural Networks, Virtual Reality, Visualization (Computer Graphics), Color Theory, Unsupervised Learning, Deep Learning, Graph Theory, Data Capture, Mathematical Modeling, Machine Learning Algorithms, Estimation, Data Cleansing, Systems Of Measurement, Computational Thinking, Data Processing",4.7,208
Computer Science,Hardware Security,"University of Maryland, College Park",Course,Mixed,1 - 3 Months,"Security Engineering, Computer Hardware, Hardware Architecture, Threat Modeling, Threat Detection, Cybersecurity, Intrusion Detection and Prevention, Application Specific Integrated Circuits, Cryptography, Encryption, Technical Design, Emerging Technologies, System Design and Implementation",4.3,683
Computer Science,Motion Planning for Self-Driving Cars,University of Toronto,Course,Advanced,1 - 3 Months,"Automation, Graph Theory, Algorithms, Artificial Intelligence, Computer Vision, Simulations, Data Structures, Python Programming, Safety Assurance",4.8,477
Computer Science,Computer Networks and Network Security,IBM,Course,Intermediate,1 - 3 Months,"Networking Hardware, TCP/IP, Network Security, Network Protocols, Endpoint Detection and Response, Network Routing, Cybersecurity, Network Architecture, Local Area Networks, Dynamic Host Configuration Protocol (DHCP), Firewall, General Networking, Intrusion Detection and Prevention, Cyber Threat Intelligence, Computer Networking, Network Planning And Design, Wireless Networks, Security Information and Event Management (SIEM), Network Analysis, Data Loss Prevention",4.7,3300
Computer Science,VLSI CAD Part I: Logic,University of Illinois Urbana-Champaign,Course,Intermediate,1 - 3 Months,"Computational Logic, Application Specific Integrated Circuits, Theoretical Computer Science, Hardware Design, Data Structures, Verification And Validation, Computer-Aided Design, Computer Architecture, Algorithms, Electrical and Computer Engineering, Programming Principles",4.7,550
Computer Science,Blockchain Security,Infosec,Course,Beginner,1 - 3 Months,"Blockchain, Network Security, Application Security, Security Engineering, Computer Security, Infrastructure Security, Information Systems Security, Cybersecurity, Data Security, Cryptography, Cryptographic Protocols, Secure Coding, Encryption, Vulnerability Assessments, Scalability, Distributed Computing, Data Integrity, Other Programming Languages, Algorithms",4.6,66
Computer Science,3D Printing and Additive Manufacturing,University of Illinois Urbana-Champaign,Specialization,Beginner,3 - 6 Months,"3D Modeling, Design Software, Design Thinking, Hardware Troubleshooting, Conceptual Design, Visualization (Computer Graphics), Computer Hardware, Manufacturing Processes, Emerging Technologies, Manufacturing and Production, Mechanical Design, Computer Graphics, Design, Innovation, Product Design, Digital Design, Community Development, Business Transformation, Industrial Design, Prototyping",4.6,2400
Computer Science,Scrum Master Certification: Scrum Methodologies,LearnQuest,Course,Beginner,1 - 4 Weeks,"User Story, Backlogs, Sprint Planning, Risk Management, Agile Methodology, Business Risk Management, Agile Project Management, Business Reporting, Prioritization, Project Estimation, Team Oriented, Estimation, Project Performance, Capacity Management",4.7,876
Computer Science,用 Python 做商管程式設計（一）(Programming for Business Computing in Python (1)),National Taiwan University,Course,Beginner,1 - 3 Months,"Information Systems, Information Management, Data Structures, Transportation Operations, Production Planning, Production Schedule, Operations Management, Business Operations, Inventory Control, Logistics, Algorithms, Computer Programming, Python Programming, Decision Making",4.9,880
Computer Science,Initiation à la programmation (en Java),École Polytechnique Fédérale de Lausanne,Course,Beginner,1 - 3 Months,"Java Programming, Java, Computer Programming, Data Structures, Development Environment, Algorithms, Debugging",4.8,434
Computer Science,How to Get Into Robotics,University of Leeds,Course,Beginner,1 - 4 Weeks,"Automation, Artificial Intelligence, Manufacturing and Production, Engineering, Emerging Technologies, Data Ethics, Computer Science, Computer Vision, Computer Programming",4.6,39
Computer Science,Responsive Website Development and Design,University of London,Specialization,Beginner,3 - 6 Months,"Responsive Web Design, HTML and CSS, Web Design, Human Computer Interaction, Interaction Design, jQuery, Web Design and Development, Bootstrap (Front-End Framework), Hypertext Markup Language (HTML), User Experience Design, User Accounts, MongoDB, Wireframing, Web Applications, Interactive Data Visualization, JavaScript Frameworks, Technical Communication, Web Development Tools, Command-Line Interface, User Interface (UI)",4.5,7600
Computer Science,Hypothesis-Driven Development,University of Virginia,Course,Mixed,1 - 4 Weeks,"Usability Testing, Continuous Delivery, Product Testing, Agile Product Development, DevOps, Agile Methodology, User Research, User Story, Prototyping, Product Development, Lean Methodologies, Innovation",4.7,996
Computer Science,Getting Started with Go,"University of California, Irvine",Course,Intermediate,1 - 3 Months,"Go (Programming Language), JSON, Data Import/Export, Development Environment, Data Structures, Remote Access Systems, File Management, Program Development",4.6,2400
Computer Science,Object-Oriented Design,University of Alberta,Course,Intermediate,1 - 4 Weeks,"Object Oriented Design, Unified Modeling Language, Software Design, Object Oriented Programming (OOP), Java, Maintainability, Software Architecture, Programming Principles, Android Development, Technical Design, Conceptual Design",4.7,2300
Computer Science,Requirements Engineering: Secure Software  Specifications,University of Colorado System,Specialization,Beginner,3 - 6 Months,"Requirements Elicitation, Software Design Documents, Requirements Analysis, Security Requirements Analysis, Mockups, Interviewing Skills, User Requirements Documents, Storyboarding, Functional Requirement, Goal Setting, Software Documentation, Agile Methodology, Business Requirements, Unified Modeling Language, Risk Management Framework, System Requirements, Meeting Facilitation, Prototyping, Software Development Life Cycle, Technical Documentation",4.5,835
Computer Science,Introduction to Vertex AI Studio,Google Cloud,Course,Beginner,1 - 4 Weeks,"Generative AI, Prototyping, Performance Tuning, Machine Learning Methods",4.7,205
Computer Science,"Programming Languages, Part A",University of Washington,Course,Intermediate,1 - 3 Months,"Software Installation, Programming Principles, Other Programming Languages, Functional Design, Computer Programming, Ruby (Programming Language), Theoretical Computer Science, Software Design",4.9,1900
Computer Science,Cybersecurity Foundations,Infosec,Specialization,Beginner,1 - 3 Months,"Penetration Testing, Cyber Security Policies, Linux Commands, Cyber Security Assessment, Command-Line Interface, Cybersecurity, Cloud Computing, Linux, Risk Management Framework, Network Monitoring, Security Management, Operating Systems, Cyber Risk, Cloud Services, Cloud Platforms, General Networking, Windows PowerShell, Cyber Governance, Unix Commands, Cyber Security Strategy",4.7,593
Computer Science,"Data Engineering, Big Data and ML on Google Cloud en Español",Google Cloud,Specialization,Intermediate,3 - 6 Months,"Dataflow, Google Cloud Platform, Looker (Software), Data Pipelines, Real Time Data, Data Lakes, Big Data, Data Warehousing, Dashboard, Cloud Infrastructure, Data Infrastructure, Data Visualization, Cloud Storage, Extract, Transform, Load, Data Architecture, Data Processing, Apache Airflow, Unstructured Data, MLOps (Machine Learning Operations), Tensorflow",4.7,784
Computer Science,RPA Basics and Introduction to UiPath,UiPath,Course,Beginner,1 - 4 Weeks,"Robotic Process Automation, Automation, Software Development Tools, Integrated Development Environments, User Interface (UI), Software Installation, Version Control, Debugging",4.7,353
Computer Science,Building AI Powered Chatbots Without Programming,IBM,Course,Beginner,1 - 3 Months,"ChatGPT, Application Deployment, IBM Cloud, Artificial Intelligence, Self Service Technologies, Information Architecture, Business Process Automation, WordPress, Dashboard, Customer Service, Natural Language Processing",4.7,3400
Computer Science,Front-End Developer Capstone ,Meta,Course,Intermediate,1 - 4 Weeks,"Responsive Web Design, Front-End Web Development, Git (Version Control System), Web Content Accessibility Guidelines, User Interface and User Experience (UI/UX) Design, HTML and CSS, React.js, Version Control, Usability, Web Design, Usability Testing, Web Applications, Web Development, Data Validation",4.6,396
Computer Science,Django Web Framework ,Meta,Course,Beginner,1 - 3 Months,"Django (Web Framework), Web Development, Web Servers, Web Applications, Data Modeling, MySQL, Application Security, Database Development, Object-Relational Mapping, Application Frameworks, Database Management, HTML and CSS, Restful API, Debugging",4.7,571
Computer Science,Cloud Security Risks: Identify and Protect Against Threats,Google Cloud,Course,Beginner,1 - 4 Weeks,"Cloud Security, Threat Management, Vulnerability Management, Identity and Access Management, Data Security, Cloud-Native Computing, Infrastructure as Code (IaC), Authentications, Cloud Computing, Multi-Factor Authentication, Data Governance, Personally Identifiable Information, Authorization (Computing), Role-Based Access Control (RBAC), Containerization",4.5,28
Computer Science,Document Design,Adobe,Course,Mixed,1 - 4 Weeks,"Adobe Acrobat, Document Management, Workflow Management, File Management, Presentations, Client Services, Marketing Design, Version Control, Branding, Project Scoping, Constructive Feedback",4.6,7700
Computer Science,Introduction to Software Product Management,University of Alberta,Course,Mixed,1 - 4 Weeks,"Agile Software Development, Software Development, Requirements Management, Product Management, Application Lifecycle Management, Functional Requirement, Systems Development Life Cycle, Project Planning, Project Schedules, Process Development, Project Management",4.4,2300
Computer Science,Mathematical Thinking in Computer Science,University of California San Diego,Course,Beginner,1 - 3 Months,"Logical Reasoning, Computational Logic, Deductive Reasoning, Computational Thinking, Theoretical Computer Science, Mathematical Theory & Analysis, Combinatorics, Algorithms, Python Programming, Computer Programming, Computer Science, Advanced Mathematics",4.5,237
Computer Science,Designing User Interfaces and Experiences (UI/UX),IBM,Course,Beginner,1 - 4 Weeks,"User Centered Design, Responsive Web Design, Web Design and Development, Prototyping, Front-End Web Development, User Interface and User Experience (UI/UX) Design, Figma (Design Software), Design Elements And Principles, Wireframing, Typography, UI Components, Web Applications, Mobile Development",4.7,3300
Computer Science,"Cybersecurity Compliance Framework, Standards & Regulations",IBM,Course,Intermediate,1 - 3 Months,"IT Service Management, Governance Risk Management and Compliance, Information Technology Infrastructure Library, NIST 800-53, Regulatory Compliance, Auditing, Cybersecurity, Compliance Management, ISO/IEC 27001, Control Objectives for Information and Related Technology (COBIT), Artificial Intelligence, Open Web Application Security Project (OWASP), Risk Management, Payment Card Industry (PCI) Data Security Standards, General Data Protection Regulation (GDPR), Business Ethics",4.6,2100
Computer Science,Introduction to Java,LearnQuest,Course,Beginner,1 - 4 Weeks,"Java, Java Programming, Software Installation, Programming Principles, Computer Programming, Object Oriented Programming (OOP), Development Environment",4.8,5300
Computer Science,"Python Functions, Files, and Dictionaries",University of Michigan,Course,Beginner,1 - 3 Months,"Data Import/Export, Python Programming, File Management, Functional Design, Data Structures, Algorithms, Debugging",4.4,400
Computer Science,Fundamentals of Java Programming,Board Infinity,Course,Beginner,1 - 4 Weeks,"Eclipse (Software), Object Oriented Programming (OOP), Java Programming, Object Oriented Design, Software Development Tools, Java, Integrated Development Environments, Development Environment, Computer Programming, Programming Principles, Virtual Machines",4.7,370
Computer Science,"Introduction to Software, Programming, and Databases ",IBM,Course,Beginner,1 - 3 Months,"Computing Platforms, Software Development Life Cycle, Application Development, Programming Principles, Databases, Database Management, Web Applications, Software Installation, Browser Compatibility, Cloud Computing, Information Technology, Software Versioning, Computer Programming",4.6,280
Computer Science,"DevOps on AWS: Code, Build, and Test",Amazon Web Services,Course,Intermediate,1 - 4 Weeks,"Continuous Integration, DevOps, CI/CD, Development Environment, Continuous Deployment, Test Automation, Git (Version Control System), Application Deployment, Version Control, Amazon Web Services, Software Testing",4.7,213
Computer Science,Become a Professional React Developer,Scrimba,Specialization,Intermediate,3 - 6 Months,"React.js, Unit Testing, Test Driven Development (TDD), Debugging, Development Testing, Application Programming Interface (API), Jest (JavaScript Testing Framework), Web Content Accessibility Guidelines, UI Components, Performance Tuning, Routing Protocols, Restful API, Front-End Web Development, User Interface (UI), JavaScript Frameworks, Web Development Tools, Software Design Patterns, Authentications, Javascript, User Interface and User Experience (UI/UX) Design",4.8,344
Computer Science,React Native,Meta,Course,Intermediate,1 - 3 Months,"React Native, Mobile Development, Cross Platform Development, UI Components, Mobile Development Tools, iOS Development, React.js, Front-End Web Development, Android Development, JavaScript Frameworks, User Interface (UI), Development Environment",4.1,217
Computer Science,Blockchain,"University of California, Irvine",Specialization,Beginner,3 - 6 Months,"Blockchain, Cryptography, Encryption, FinTech, Data Sharing, Public Key Infrastructure, Transaction Processing, Key Management, Distributed Computing, Payment Systems, Data Integrity, Network Model, Emerging Technologies, Digital Assets, Authentications, Software Systems, Computer Systems, Systems Architecture, Scalability, Software Architecture",4.8,1300
Computer Science,"Greedy Algorithms, Minimum Spanning Trees, and Dynamic Programming",Stanford University,Course,Intermediate,1 - 4 Weeks,"Algorithms, Bioinformatics, Graph Theory, Computational Thinking, Data Structures, Theoretical Computer Science, Computer Science",4.7,1300
Computer Science,Managing an Agile Team,University of Virginia,Course,Mixed,1 - 4 Weeks,"Agile Methodology, Agile Project Management, Team Management, Team Leadership, Sprint Retrospectives, Kanban Principles, User Story, Lean Methodologies, Selling Techniques, Discussion Facilitation, Goal Setting, Performance Measurement",4.3,87
Computer Science,Introduction to Generative AI,University of Colorado Boulder,Course,Intermediate,1 - 4 Weeks,"Generative AI, ChatGPT, Image Analysis, Artificial Neural Networks, Natural Language Processing, Deep Learning, Artificial Intelligence, Computer Vision, Machine Learning, Probability & Statistics",2.6,103
Computer Science,Introduction to Concurrent Programming with GPUs,Johns Hopkins University,Course,Beginner,1 - 3 Months,"C and C++, Distributed Computing, Computer Hardware, Computer Architecture, Computer Systems, Software Development, Computer Programming, Program Development, Algorithms, Python Programming",4.6,347
Computer Science,Data Analysis and Visualization with Python,Microsoft,Course,Beginner,1 - 3 Months,"Data Ethics, Generative AI, Matplotlib, Data Transformation, Data Cleansing, Pandas (Python Package), Data Visualization Software, Data Analysis, Data Manipulation, Exploratory Data Analysis, Data Processing, Data Storytelling, Machine Learning, Supervised Learning, Scikit Learn (Machine Learning Library), Artificial Intelligence, Python Programming",4.8,1000
Computer Science,Application Development using Microservices and Serverless ,IBM,Course,Intermediate,1 - 3 Months,"Application Deployment, OpenShift, Cloud Applications, Serverless Computing, Microservices, Istio, API Gateway, Restful API, Cloud Computing, IBM Cloud, Kubernetes, Application Development, Containerization, Software Architecture, Flask (Web Framework)",4.5,1500
Computer Science,Database Design and Basic SQL in PostgreSQL,University of Michigan,Course,Intermediate,1 - 4 Weeks,"Database Design, SQL, Relational Databases, PostgreSQL, Database Theory, Database Management, Data Modeling, Databases, Query Languages, Data Integrity",4.6,171
Computer Science,International Cyber Conflicts,The State University of New York,Course,Mixed,1 - 3 Months,"Cyber Threat Intelligence, Cyber Security Policies, Cybersecurity, International Relations, Cyber Risk, Cyber Operations, Cyber Governance, Infrastructure Security, Law, Regulation, and Compliance, Security Management, Political Sciences, Media and Communications, Computer Networking, Psychology",4.5,84
Computer Science,Foundations and Advanced Practices in UX Design,Indian Institute of Technology Guwahati,Specialization,Beginner,3 - 6 Months,"User Research, UI/UX Research, User Experience, Competitive Analysis, User Interface (UI), User Experience Design, Information Architecture, Interaction Design, User Flows, Qualitative Research, User Interface (UI) Design, Experience Design, Wireframing, Human Computer Interaction, User Centered Design, Usability, Persona (User Experience), Conceptual Design, Research Methodologies, Interviewing Skills",4.6,133
Computer Science,Effective Programming in Scala,École Polytechnique Fédérale de Lausanne,Course,Intermediate,1 - 3 Months,"Scala Programming, Java, Data Validation, Object Oriented Programming (OOP), Build Tools, Debugging, Software Design Patterns, Development Environment, Software Testing, Unit Testing, Data Structures, Data Modeling",4.6,993
